"id","detected_at","service","rule","score","sample_log_id","sample_msg","context"
88,2025-10-12 00:57:41.918 -0500,invoice-controller,"burst:48.0,actor_novel",2.5,94,Invoice processed successfully for user 45,"{""id"": 94, ""ts"": ""2025-10-12T05:57:41.914862+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed45""}, ""message"": ""Invoice processed successfully for user 45"", ""service"": ""invoice-controller""}"
89,2025-10-12 00:57:41.937 -0500,invoice-controller,"burst:48.2,actor_novel",2.5,95,Invoice processed successfully for user 46,"{""id"": 95, ""ts"": ""2025-10-12T05:57:41.933958+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed46""}, ""message"": ""Invoice processed successfully for user 46"", ""service"": ""invoice-controller""}"
90,2025-10-12 00:57:41.954 -0500,invoice-controller,"burst:48.4,actor_novel",2.5,96,Invoice processed successfully for user 47,"{""id"": 96, ""ts"": ""2025-10-12T05:57:41.951618+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed47""}, ""message"": ""Invoice processed successfully for user 47"", ""service"": ""invoice-controller""}"
91,2025-10-12 00:57:41.973 -0500,invoice-controller,"burst:48.5,actor_novel",2.5,97,Invoice processed successfully for user 48,"{""id"": 97, ""ts"": ""2025-10-12T05:57:41.970783+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed48""}, ""message"": ""Invoice processed successfully for user 48"", ""service"": ""invoice-controller""}"
92,2025-10-12 00:57:41.989 -0500,invoice-controller,"burst:48.7,actor_novel",2.5,98,Invoice processed successfully for user 49,"{""id"": 98, ""ts"": ""2025-10-12T05:57:41.986859+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed49""}, ""message"": ""Invoice processed successfully for user 49"", ""service"": ""invoice-controller""}"
93,2025-10-12 00:57:42.007 -0500,invoice-controller,"burst:48.8,actor_novel",2.5,99,Invoice processed successfully for user 50,"{""id"": 99, ""ts"": ""2025-10-12T05:57:42.004183+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed50""}, ""message"": ""Invoice processed successfully for user 50"", ""service"": ""invoice-controller""}"
94,2025-10-12 00:57:42.024 -0500,invoice-controller,"burst:49.0,actor_novel",2.5,100,Invoice processed successfully for user 51,"{""id"": 100, ""ts"": ""2025-10-12T05:57:42.022426+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed51""}, ""message"": ""Invoice processed successfully for user 51"", ""service"": ""invoice-controller""}"
95,2025-10-12 00:57:42.042 -0500,invoice-controller,"burst:49.1,actor_novel",2.5,101,Invoice processed successfully for user 52,"{""id"": 101, ""ts"": ""2025-10-12T05:57:42.039858+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed52""}, ""message"": ""Invoice processed successfully for user 52"", ""service"": ""invoice-controller""}"
96,2025-10-12 00:57:42.059 -0500,invoice-controller,"burst:49.3,actor_novel",2.5,102,Invoice processed successfully for user 53,"{""id"": 102, ""ts"": ""2025-10-12T05:57:42.056584+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed53""}, ""message"": ""Invoice processed successfully for user 53"", ""service"": ""invoice-controller""}"
97,2025-10-12 00:57:42.077 -0500,invoice-controller,"burst:49.4,actor_novel",2.5,103,Invoice processed successfully for user 54,"{""id"": 103, ""ts"": ""2025-10-12T05:57:42.074754+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed54""}, ""message"": ""Invoice processed successfully for user 54"", ""service"": ""invoice-controller""}"
98,2025-10-12 00:57:42.094 -0500,invoice-controller,"burst:49.5,actor_novel",2.5,104,Invoice processed successfully for user 55,"{""id"": 104, ""ts"": ""2025-10-12T05:57:42.09205+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed55""}, ""message"": ""Invoice processed successfully for user 55"", ""service"": ""invoice-controller""}"
99,2025-10-12 00:57:42.111 -0500,invoice-controller,"burst:49.7,actor_novel",2.5,105,Invoice processed successfully for user 56,"{""id"": 105, ""ts"": ""2025-10-12T05:57:42.108047+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed56""}, ""message"": ""Invoice processed successfully for user 56"", ""service"": ""invoice-controller""}"
100,2025-10-12 00:57:42.129 -0500,invoice-controller,"burst:49.8,actor_novel",2.5,106,Invoice processed successfully for user 57,"{""id"": 106, ""ts"": ""2025-10-12T05:57:42.127147+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed57""}, ""message"": ""Invoice processed successfully for user 57"", ""service"": ""invoice-controller""}"
101,2025-10-12 00:57:42.149 -0500,invoice-controller,"burst:49.9,actor_novel",2.5,107,Invoice processed successfully for user 58,"{""id"": 107, ""ts"": ""2025-10-12T05:57:42.145745+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed58""}, ""message"": ""Invoice processed successfully for user 58"", ""service"": ""invoice-controller""}"
102,2025-10-12 00:57:42.167 -0500,invoice-controller,"burst:50.0,actor_novel",2.5,108,Invoice processed successfully for user 59,"{""id"": 108, ""ts"": ""2025-10-12T05:57:42.164475+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed59""}, ""message"": ""Invoice processed successfully for user 59"", ""service"": ""invoice-controller""}"
103,2025-10-12 00:57:42.184 -0500,invoice-controller,"burst:50.1,actor_novel",2.5,109,Invoice processed successfully for user 60,"{""id"": 109, ""ts"": ""2025-10-12T05:57:42.181905+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed60""}, ""message"": ""Invoice processed successfully for user 60"", ""service"": ""invoice-controller""}"
757,2025-10-13 00:19:24.553 -0500,invoice-controller,"burst:17.8,actor_novel",2.5,802,OK request #24,"{""id"": 802, ""ts"": ""2025-10-13T05:19:24.549415+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa4""}, ""message"": ""OK request #24"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 3.507}"
104,2025-10-12 00:57:49.055 -0500,invoice-controller,"keyword:3.0,burst:50.4,rare_template,actor_novel,level_error",7.0,110,Fatal anomaly: checksum mismatch in payment DAG block 392,"{""id"": 110, ""ts"": ""2025-10-12T05:57:49.051734+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""qa-rare""}, ""message"": ""Fatal anomaly: checksum mismatch in payment DAG block 392"", ""service"": ""invoice-controller""}"
105,2025-10-12 00:59:20.139 -0500,invoice-controller,"rare_template,actor_novel,level_error",2.0,112,Unauthorized privilege escalation: user qa4 promoted to admin without approval,"{""id"": 112, ""ts"": ""2025-10-12T05:59:20.133608+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""qa4"", ""route"": ""/admin/roles"", ""method"": ""POST""}, ""message"": ""Unauthorized privilege escalation: user qa4 promoted to admin without approval"", ""service"": ""invoice-controller""}"
106,2025-10-12 00:59:45.047 -0500,invoice-controller,"keyword:3.0,rare_template,actor_novel,level_error",5.0,113,Fatal: 1024 records deleted from invoices without change request,"{""id"": 113, ""ts"": ""2025-10-12T05:59:45.04457+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""qa5""}, ""message"": ""Fatal: 1024 records deleted from invoices without change request"", ""service"": ""invoice-controller""}"
107,2025-10-12 01:00:32.013 -0500,invoice-controller,"rare_template,actor_novel,level_error",2.0,115,Unauthorized admin access attempt at 03:12 UTC from 10.0.5.23,"{""id"": 115, ""ts"": ""2025-10-12T06:00:32.010801+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.5.23"", ""user"": ""qa6""}, ""message"": ""Unauthorized admin access attempt at 03:12 UTC from 10.0.5.23"", ""service"": ""invoice-controller""}"
108,2025-10-12 01:00:34.759 -0500,invoice-controller,"rare_template,actor_novel,level_error",2.0,116,Unauthorized admin access attempt at 03:12 UTC from 10.0.5.23,"{""id"": 116, ""ts"": ""2025-10-12T06:00:34.756664+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.5.23"", ""user"": ""qa6""}, ""message"": ""Unauthorized admin access attempt at 03:12 UTC from 10.0.5.23"", ""service"": ""invoice-controller""}"
109,2025-10-12 01:03:04.897 -0500,invoice-controller,"keyword:4.5,rare_template,actor_novel,level_error",5.0,117,Unauthorized admin access denied at 03:12 UTC from 10.0.5.23,"{""id"": 117, ""ts"": ""2025-10-12T06:03:04.893025+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.5.23"", ""user"": ""qa6""}, ""message"": ""Unauthorized admin access denied at 03:12 UTC from 10.0.5.23"", ""service"": ""invoice-controller""}"
110,2025-10-12 01:05:35.297 -0500,invoice-controller,actor_novel,0.5,119,Invoice processed successfully for user 1,"{""id"": 119, ""ts"": ""2025-10-12T06:05:35.289985+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed1""}, ""message"": ""Invoice processed successfully for user 1"", ""service"": ""invoice-controller""}"
111,2025-10-12 01:05:35.348 -0500,invoice-controller,actor_novel,0.5,120,Invoice processed successfully for user 2,"{""id"": 120, ""ts"": ""2025-10-12T06:05:35.345472+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed2""}, ""message"": ""Invoice processed successfully for user 2"", ""service"": ""invoice-controller""}"
112,2025-10-12 01:05:35.397 -0500,invoice-controller,actor_novel,0.5,121,Invoice processed successfully for user 3,"{""id"": 121, ""ts"": ""2025-10-12T06:05:35.394487+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed3""}, ""message"": ""Invoice processed successfully for user 3"", ""service"": ""invoice-controller""}"
113,2025-10-12 01:05:35.446 -0500,invoice-controller,"burst:4.4,actor_novel",1.6114057431447002,122,Invoice processed successfully for user 4,"{""id"": 122, ""ts"": ""2025-10-12T06:05:35.443911+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed4""}, ""message"": ""Invoice processed successfully for user 4"", ""service"": ""invoice-controller""}"
114,2025-10-12 01:05:35.501 -0500,invoice-controller,"burst:5.7,actor_novel",1.92070723414293,123,Invoice processed successfully for user 5,"{""id"": 123, ""ts"": ""2025-10-12T06:05:35.498496+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed5""}, ""message"": ""Invoice processed successfully for user 5"", ""service"": ""invoice-controller""}"
115,2025-10-12 01:05:35.551 -0500,invoice-controller,"burst:6.9,actor_novel",2.2324884672829106,124,Invoice processed successfully for user 6,"{""id"": 124, ""ts"": ""2025-10-12T06:05:35.548252+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed6""}, ""message"": ""Invoice processed successfully for user 6"", ""service"": ""invoice-controller""}"
116,2025-10-12 01:05:35.601 -0500,invoice-controller,"burst:8.2,actor_novel",2.5,125,Invoice processed successfully for user 7,"{""id"": 125, ""ts"": ""2025-10-12T06:05:35.59825+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed7""}, ""message"": ""Invoice processed successfully for user 7"", ""service"": ""invoice-controller""}"
117,2025-10-12 01:05:35.649 -0500,invoice-controller,"burst:9.4,actor_novel",2.5,126,Invoice processed successfully for user 8,"{""id"": 126, ""ts"": ""2025-10-12T06:05:35.646989+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed8""}, ""message"": ""Invoice processed successfully for user 8"", ""service"": ""invoice-controller""}"
118,2025-10-12 01:05:35.700 -0500,invoice-controller,"burst:10.6,actor_novel",2.5,127,Invoice processed successfully for user 9,"{""id"": 127, ""ts"": ""2025-10-12T06:05:35.697118+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed9""}, ""message"": ""Invoice processed successfully for user 9"", ""service"": ""invoice-controller""}"
119,2025-10-12 01:05:35.748 -0500,invoice-controller,"burst:11.8,actor_novel",2.5,128,Invoice processed successfully for user 10,"{""id"": 128, ""ts"": ""2025-10-12T06:05:35.745792+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed10""}, ""message"": ""Invoice processed successfully for user 10"", ""service"": ""invoice-controller""}"
120,2025-10-12 01:05:35.798 -0500,invoice-controller,"burst:12.9,actor_novel",2.5,129,Invoice processed successfully for user 11,"{""id"": 129, ""ts"": ""2025-10-12T06:05:35.795643+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed11""}, ""message"": ""Invoice processed successfully for user 11"", ""service"": ""invoice-controller""}"
121,2025-10-12 01:05:35.847 -0500,invoice-controller,"burst:14.1,actor_novel",2.5,130,Invoice processed successfully for user 12,"{""id"": 130, ""ts"": ""2025-10-12T06:05:35.844403+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed12""}, ""message"": ""Invoice processed successfully for user 12"", ""service"": ""invoice-controller""}"
122,2025-10-12 01:05:35.896 -0500,invoice-controller,"burst:15.2,actor_novel",2.5,131,Invoice processed successfully for user 13,"{""id"": 131, ""ts"": ""2025-10-12T06:05:35.89324+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed13""}, ""message"": ""Invoice processed successfully for user 13"", ""service"": ""invoice-controller""}"
123,2025-10-12 01:05:35.946 -0500,invoice-controller,"burst:16.2,actor_novel",2.5,132,Invoice processed successfully for user 14,"{""id"": 132, ""ts"": ""2025-10-12T06:05:35.943882+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed14""}, ""message"": ""Invoice processed successfully for user 14"", ""service"": ""invoice-controller""}"
758,2025-10-13 00:19:24.577 -0500,invoice-controller,"burst:17.8,actor_novel",2.5,803,OK request #25,"{""id"": 803, ""ts"": ""2025-10-13T05:19:24.572974+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa3""}, ""message"": ""OK request #25"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 3.756}"
124,2025-10-12 01:05:35.997 -0500,invoice-controller,"burst:17.2,actor_novel",2.5,133,Invoice processed successfully for user 15,"{""id"": 133, ""ts"": ""2025-10-12T06:05:35.994547+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed15""}, ""message"": ""Invoice processed successfully for user 15"", ""service"": ""invoice-controller""}"
125,2025-10-12 01:05:36.049 -0500,invoice-controller,"burst:18.3,actor_novel",2.5,134,Invoice processed successfully for user 16,"{""id"": 134, ""ts"": ""2025-10-12T06:05:36.046084+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed16""}, ""message"": ""Invoice processed successfully for user 16"", ""service"": ""invoice-controller""}"
126,2025-10-12 01:05:36.099 -0500,invoice-controller,"burst:19.2,actor_novel",2.5,135,Invoice processed successfully for user 17,"{""id"": 135, ""ts"": ""2025-10-12T06:05:36.097188+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed17""}, ""message"": ""Invoice processed successfully for user 17"", ""service"": ""invoice-controller""}"
127,2025-10-12 01:05:36.151 -0500,invoice-controller,"burst:20.2,actor_novel",2.5,136,Invoice processed successfully for user 18,"{""id"": 136, ""ts"": ""2025-10-12T06:05:36.147893+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed18""}, ""message"": ""Invoice processed successfully for user 18"", ""service"": ""invoice-controller""}"
128,2025-10-12 01:05:36.202 -0500,invoice-controller,"burst:21.1,actor_novel",2.5,137,Invoice processed successfully for user 19,"{""id"": 137, ""ts"": ""2025-10-12T06:05:36.198875+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed19""}, ""message"": ""Invoice processed successfully for user 19"", ""service"": ""invoice-controller""}"
129,2025-10-12 01:05:36.252 -0500,invoice-controller,"burst:22.0,actor_novel",2.5,138,Invoice processed successfully for user 20,"{""id"": 138, ""ts"": ""2025-10-12T06:05:36.24889+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed20""}, ""message"": ""Invoice processed successfully for user 20"", ""service"": ""invoice-controller""}"
130,2025-10-12 01:05:36.301 -0500,invoice-controller,"burst:22.9,actor_novel",2.5,139,Invoice processed successfully for user 21,"{""id"": 139, ""ts"": ""2025-10-12T06:05:36.298616+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed21""}, ""message"": ""Invoice processed successfully for user 21"", ""service"": ""invoice-controller""}"
131,2025-10-12 01:05:36.352 -0500,invoice-controller,"burst:23.8,actor_novel",2.5,140,Invoice processed successfully for user 22,"{""id"": 140, ""ts"": ""2025-10-12T06:05:36.349046+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed22""}, ""message"": ""Invoice processed successfully for user 22"", ""service"": ""invoice-controller""}"
132,2025-10-12 01:05:36.403 -0500,invoice-controller,"burst:24.6,actor_novel",2.5,141,Invoice processed successfully for user 23,"{""id"": 141, ""ts"": ""2025-10-12T06:05:36.400459+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed23""}, ""message"": ""Invoice processed successfully for user 23"", ""service"": ""invoice-controller""}"
133,2025-10-12 01:05:36.454 -0500,invoice-controller,"burst:25.4,actor_novel",2.5,142,Invoice processed successfully for user 24,"{""id"": 142, ""ts"": ""2025-10-12T06:05:36.451091+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed24""}, ""message"": ""Invoice processed successfully for user 24"", ""service"": ""invoice-controller""}"
134,2025-10-12 01:05:36.504 -0500,invoice-controller,"burst:26.2,actor_novel",2.5,143,Invoice processed successfully for user 25,"{""id"": 143, ""ts"": ""2025-10-12T06:05:36.501815+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed25""}, ""message"": ""Invoice processed successfully for user 25"", ""service"": ""invoice-controller""}"
135,2025-10-12 01:05:36.555 -0500,invoice-controller,"burst:27.0,actor_novel",2.5,144,Invoice processed successfully for user 26,"{""id"": 144, ""ts"": ""2025-10-12T06:05:36.552731+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed26""}, ""message"": ""Invoice processed successfully for user 26"", ""service"": ""invoice-controller""}"
136,2025-10-12 01:05:36.606 -0500,invoice-controller,"burst:27.8,actor_novel",2.5,145,Invoice processed successfully for user 27,"{""id"": 145, ""ts"": ""2025-10-12T06:05:36.60376+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed27""}, ""message"": ""Invoice processed successfully for user 27"", ""service"": ""invoice-controller""}"
137,2025-10-12 01:05:36.657 -0500,invoice-controller,"burst:28.5,actor_novel",2.5,146,Invoice processed successfully for user 28,"{""id"": 146, ""ts"": ""2025-10-12T06:05:36.654537+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed28""}, ""message"": ""Invoice processed successfully for user 28"", ""service"": ""invoice-controller""}"
138,2025-10-12 01:05:36.709 -0500,invoice-controller,"burst:29.3,actor_novel",2.5,147,Invoice processed successfully for user 29,"{""id"": 147, ""ts"": ""2025-10-12T06:05:36.706446+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed29""}, ""message"": ""Invoice processed successfully for user 29"", ""service"": ""invoice-controller""}"
139,2025-10-12 01:05:36.760 -0500,invoice-controller,"burst:30.0,actor_novel",2.5,148,Invoice processed successfully for user 30,"{""id"": 148, ""ts"": ""2025-10-12T06:05:36.757522+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed30""}, ""message"": ""Invoice processed successfully for user 30"", ""service"": ""invoice-controller""}"
140,2025-10-12 01:05:36.810 -0500,invoice-controller,"burst:30.7,actor_novel",2.5,149,Invoice processed successfully for user 31,"{""id"": 149, ""ts"": ""2025-10-12T06:05:36.807718+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed31""}, ""message"": ""Invoice processed successfully for user 31"", ""service"": ""invoice-controller""}"
141,2025-10-12 01:05:36.860 -0500,invoice-controller,"burst:31.4,actor_novel",2.5,150,Invoice processed successfully for user 32,"{""id"": 150, ""ts"": ""2025-10-12T06:05:36.85771+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed32""}, ""message"": ""Invoice processed successfully for user 32"", ""service"": ""invoice-controller""}"
142,2025-10-12 01:05:36.911 -0500,invoice-controller,"burst:32.1,actor_novel",2.5,151,Invoice processed successfully for user 33,"{""id"": 151, ""ts"": ""2025-10-12T06:05:36.908227+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed33""}, ""message"": ""Invoice processed successfully for user 33"", ""service"": ""invoice-controller""}"
143,2025-10-12 01:05:36.963 -0500,invoice-controller,"burst:32.8,actor_novel",2.5,152,Invoice processed successfully for user 34,"{""id"": 152, ""ts"": ""2025-10-12T06:05:36.960283+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed34""}, ""message"": ""Invoice processed successfully for user 34"", ""service"": ""invoice-controller""}"
144,2025-10-12 01:05:37.014 -0500,invoice-controller,"burst:33.4,actor_novel",2.5,153,Invoice processed successfully for user 35,"{""id"": 153, ""ts"": ""2025-10-12T06:05:37.011733+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed35""}, ""message"": ""Invoice processed successfully for user 35"", ""service"": ""invoice-controller""}"
759,2025-10-13 00:19:24.599 -0500,invoice-controller,"burst:17.8,actor_novel",2.5,804,OK request #26,"{""id"": 804, ""ts"": ""2025-10-13T05:19:24.595509+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa1""}, ""message"": ""OK request #26"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 3.598}"
145,2025-10-12 01:05:37.065 -0500,invoice-controller,"burst:34.1,actor_novel",2.5,154,Invoice processed successfully for user 36,"{""id"": 154, ""ts"": ""2025-10-12T06:05:37.062299+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed36""}, ""message"": ""Invoice processed successfully for user 36"", ""service"": ""invoice-controller""}"
146,2025-10-12 01:05:37.115 -0500,invoice-controller,"burst:34.7,actor_novel",2.5,155,Invoice processed successfully for user 37,"{""id"": 155, ""ts"": ""2025-10-12T06:05:37.11237+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed37""}, ""message"": ""Invoice processed successfully for user 37"", ""service"": ""invoice-controller""}"
147,2025-10-12 01:05:37.164 -0500,invoice-controller,"burst:35.3,actor_novel",2.5,156,Invoice processed successfully for user 38,"{""id"": 156, ""ts"": ""2025-10-12T06:05:37.161669+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed38""}, ""message"": ""Invoice processed successfully for user 38"", ""service"": ""invoice-controller""}"
148,2025-10-12 01:05:37.213 -0500,invoice-controller,"burst:36.0,actor_novel",2.5,157,Invoice processed successfully for user 39,"{""id"": 157, ""ts"": ""2025-10-12T06:05:37.210296+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed39""}, ""message"": ""Invoice processed successfully for user 39"", ""service"": ""invoice-controller""}"
149,2025-10-12 01:05:37.263 -0500,invoice-controller,"burst:36.6,actor_novel",2.5,158,Invoice processed successfully for user 40,"{""id"": 158, ""ts"": ""2025-10-12T06:05:37.26012+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed40""}, ""message"": ""Invoice processed successfully for user 40"", ""service"": ""invoice-controller""}"
150,2025-10-12 01:05:37.313 -0500,invoice-controller,"burst:37.2,actor_novel",2.5,159,Invoice processed successfully for user 41,"{""id"": 159, ""ts"": ""2025-10-12T06:05:37.310845+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed41""}, ""message"": ""Invoice processed successfully for user 41"", ""service"": ""invoice-controller""}"
151,2025-10-12 01:05:37.363 -0500,invoice-controller,"burst:37.7,actor_novel",2.5,160,Invoice processed successfully for user 42,"{""id"": 160, ""ts"": ""2025-10-12T06:05:37.360333+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed42""}, ""message"": ""Invoice processed successfully for user 42"", ""service"": ""invoice-controller""}"
152,2025-10-12 01:05:37.414 -0500,invoice-controller,"burst:38.3,actor_novel",2.5,161,Invoice processed successfully for user 43,"{""id"": 161, ""ts"": ""2025-10-12T06:05:37.411629+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed43""}, ""message"": ""Invoice processed successfully for user 43"", ""service"": ""invoice-controller""}"
153,2025-10-12 01:05:37.464 -0500,invoice-controller,"burst:38.9,actor_novel",2.5,162,Invoice processed successfully for user 44,"{""id"": 162, ""ts"": ""2025-10-12T06:05:37.461845+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed44""}, ""message"": ""Invoice processed successfully for user 44"", ""service"": ""invoice-controller""}"
154,2025-10-12 01:05:37.515 -0500,invoice-controller,"burst:39.4,actor_novel",2.5,163,Invoice processed successfully for user 45,"{""id"": 163, ""ts"": ""2025-10-12T06:05:37.512438+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed45""}, ""message"": ""Invoice processed successfully for user 45"", ""service"": ""invoice-controller""}"
155,2025-10-12 01:05:37.567 -0500,invoice-controller,"burst:40.0,actor_novel",2.5,164,Invoice processed successfully for user 46,"{""id"": 164, ""ts"": ""2025-10-12T06:05:37.564361+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed46""}, ""message"": ""Invoice processed successfully for user 46"", ""service"": ""invoice-controller""}"
156,2025-10-12 01:05:37.618 -0500,invoice-controller,"burst:40.5,actor_novel",2.5,165,Invoice processed successfully for user 47,"{""id"": 165, ""ts"": ""2025-10-12T06:05:37.615776+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed47""}, ""message"": ""Invoice processed successfully for user 47"", ""service"": ""invoice-controller""}"
157,2025-10-12 01:05:37.670 -0500,invoice-controller,"burst:41.0,actor_novel",2.5,166,Invoice processed successfully for user 48,"{""id"": 166, ""ts"": ""2025-10-12T06:05:37.667542+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed48""}, ""message"": ""Invoice processed successfully for user 48"", ""service"": ""invoice-controller""}"
158,2025-10-12 01:05:37.722 -0500,invoice-controller,"burst:41.6,actor_novel",2.5,167,Invoice processed successfully for user 49,"{""id"": 167, ""ts"": ""2025-10-12T06:05:37.719064+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed49""}, ""message"": ""Invoice processed successfully for user 49"", ""service"": ""invoice-controller""}"
159,2025-10-12 01:05:37.773 -0500,invoice-controller,"burst:42.1,actor_novel",2.5,168,Invoice processed successfully for user 50,"{""id"": 168, ""ts"": ""2025-10-12T06:05:37.770819+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed50""}, ""message"": ""Invoice processed successfully for user 50"", ""service"": ""invoice-controller""}"
160,2025-10-12 01:05:37.826 -0500,invoice-controller,"burst:42.6,actor_novel",2.5,169,Invoice processed successfully for user 51,"{""id"": 169, ""ts"": ""2025-10-12T06:05:37.82356+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed51""}, ""message"": ""Invoice processed successfully for user 51"", ""service"": ""invoice-controller""}"
161,2025-10-12 01:05:37.878 -0500,invoice-controller,"burst:43.1,actor_novel",2.5,170,Invoice processed successfully for user 52,"{""id"": 170, ""ts"": ""2025-10-12T06:05:37.875075+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed52""}, ""message"": ""Invoice processed successfully for user 52"", ""service"": ""invoice-controller""}"
162,2025-10-12 01:05:37.930 -0500,invoice-controller,"burst:43.6,actor_novel",2.5,171,Invoice processed successfully for user 53,"{""id"": 171, ""ts"": ""2025-10-12T06:05:37.92741+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed53""}, ""message"": ""Invoice processed successfully for user 53"", ""service"": ""invoice-controller""}"
163,2025-10-12 01:05:37.982 -0500,invoice-controller,"burst:44.0,actor_novel",2.5,172,Invoice processed successfully for user 54,"{""id"": 172, ""ts"": ""2025-10-12T06:05:37.97977+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed54""}, ""message"": ""Invoice processed successfully for user 54"", ""service"": ""invoice-controller""}"
164,2025-10-12 01:05:38.035 -0500,invoice-controller,"burst:44.5,actor_novel",2.5,173,Invoice processed successfully for user 55,"{""id"": 173, ""ts"": ""2025-10-12T06:05:38.032416+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed55""}, ""message"": ""Invoice processed successfully for user 55"", ""service"": ""invoice-controller""}"
